z	y	vel_z	vel_y	hr	hl	hr_dot	hl_dot	kr	kl	kr_dot	kl_dot	ar	al	ar_dot	al_dot	fr	fl
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0
0.018531806817116168	4.625339589425758e-08	0.5977998397308781	1.649529597168368e-06	-9.295274239207174e-08	-3.8422657322456644e-07	2.1022905364059826e-07	-0.00012211043586802313	-8.052560040994194e-08	1.3283248634365918e-07	-7.032820657233194e-06	0.0002931921558622419	9.172571502347182e-08	-2.1074886547012284e-07	5.398512350331338e-05	-0.000336594551977536	0	0
0.018531806817116168	4.625339589425758e-08	0.5977998397308781	1.649529597168368e-06	-9.295274239207174e-08	-3.8422657322456644e-07	2.1022905364059826e-07	-0.00012211043586802313	-8.052560040994194e-08	1.3283248634365918e-07	-7.032820657233194e-06	0.0002931921558622419	9.172571502347182e-08	-2.1074886547012284e-07	5.398512350331338e-05	-0.000336594551977536	1	1
0.02122311191961374	0.002089671451247119	-0.38215515755292795	0.21732452960452567	0.0014352166783329068	-0.007665616109733264	-1.0270371638745832	-0.16936202403936057	-0.010962984866767833	-0.001359350050634589	-1.2045735695372646	2.052159273098428	0.05751687425008356	-0.026114350250630025	10.75336117580391	-19.67440935886715	1	1
0.011452897746848045	0.007514734816006366	-0.5769901720414989	0.299399074625223	-0.04727826673941493	0.0118205578881172	-2.720052264526564	2.073118700960803	0.0012004228761242075	-0.03781900363289736	-0.025117784473660087	-3.5205756098815817	0.2649849406125089	-0.09084838901962922	11.96011837042939	-4.511700067273539	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
-0.0022009253714930475	0.012340562338016536	-0.6780180215647883	0.22483252869062728	-0.0611418783671871	0.0876774461862917	-0.012263830057325247	3.546977977014775	-0.0634553386723109	-0.16030880953461413	-2.482153514403002	-5.762040760875229	0.0886771467691867	-0.20967437841590897	-19.21493045005069	-6.611898075149047	0	1
-0.013576174626592523	0.018401052064046446	-0.45378680349579453	0.4294807155286804	-0.08460200343267044	0.12089020210684698	-3.7150474896659005	-0.19766896085058738	-0.08541743363408649	-0.21958748106764236	1.3432924279494598	-0.9038841198694361	0.06601846183195015	-0.3549684748798727	22.95012571006582	-5.900134427051346	0	1
-0.024604001163316847	0.03940036673920356	-0.08511968740433581	0.5588146149208948	-0.21517027687235046	0.007026773504818173	-2.8273365996176647	-3.7281878644132744	-0.029298234997618522	-0.13298708346787702	0.8329881862689246	2.8620028732648084	0.47382563732507066	-0.4820130450053908	2.021448083998508	-0.9091739106215174	0	0
-0.02048367698589127	0.0547888018166076	0.23111666319335442	0.14528968214928542	-0.23537622415797532	0.03180054402649546	2.2126929828863355	3.718798050253658	-0.09761208221896922	-0.33473962768465615	-2.7145844575560525	-7.146246285898981	0.48430426450241004	-0.47603575330904313	-0.3336050259080926	-1.8557631445494303	0	1
-0.02048367698589127	0.0547888018166076	0.23111666319335442	0.14528968214928542	-0.23537622415797532	0.03180054402649546	2.2126929828863355	3.718798050253658	-0.09761208221896922	-0.33473962768465615	-2.7145844575560525	-7.146246285898981	0.48430426450241004	-0.47603575330904313	-0.3336050259080926	-1.8557631445494303	0	1
-0.009213268036270062	0.05987467586284428	0.44311783688816564	0.07330035811219597	-0.10035889010710175	0.016326661071145665	4.193373955184149	-2.595833654645734	-0.13980225773075095	-0.32818031950428406	0.3748951075571112	5.259821616167869	0.48420685105998285	0.021333451839549156	0.22426903357617167	19.447257418065853	0	0
0.002199569781714681	0.0607022665832893	0.6811251957266222	0.02019707609573155	-0.011324187733958269	-0.029879873737025164	4.554762688018936	-1.8715644839840513	-0.12254659452394012	-0.22330376825551923	1.3121925990593901	4.966327995864956	0.4883780590419171	0.35385844453239734	0.2107964354038776	10.783921732632283	0	0
0.016743666207451532	0.06554546547457932	-0.033619091419655175	0.30765886060578446	0.18763483994680819	-0.09774111744952663	3.6529886542974634	-2.1543107904456074	-0.36237811431392775	-0.07014259974058934	-7.727414153260138	2.503523503383087	0.4443996936170391	0.44657327234147903	3.4104732039962853	1.851045528405551	1	1
0.017570922561405192	0.07209821643735871	0.1326681807555164	0.37012974263212106	0.25584041386744616	-0.09659092408096193	2.619354526252837	0.865284001150273	-0.49770371012297954	-0.1698516660312448	-4.831235540158735	-8.857992917403404	0.4819747066144746	0.5002588980970719	0.8425085342567711	-0.06441704123314196	0	0
